,Geneid,CV_7213_HO,IZ_7181_STEA,PP_6922_HO,PP_6758_HO,IZ_7194_NC,PP_7137_STEA,CV_6967_STEA,CV_7194_NC,PP_6967_STEA,PP_7344_EARLY,IZ_7012_NC,IZ_6967_STEA,IZ_7172_STEA,CV_7188_EARLY,PP_7173_NC,CV_7172_STEA,CV_7252_HO,IZ_7252_HO,CV_7181_STEA,IZ_7251_STEA,CV_6758_HO,CV_7173_NC,PP_7181_STEA,CV_6922_HO,IZ_7157_EARLY,PP_7157_EARLY,CV_7157_EARLY,IZ_7344_EARLY,PP_7194_NC,PP_7252_HO,IZ_7213_HO,CV_7279_NC,CV_6610_EARLY,PP_7041_EARLY,IZ_6922_HO,IZ_7188_EARLY,PP_7279_NC,IZ_6758_HO,CV_7041_EARLY,IZ_6610_EARLY,PP_7172_STEA,CV_7012_NC,PP_7012_NC,IZ_7137_STEA,CV_7251_STEA,PP_6610_EARLY,PP_7230_HO,IZ_7173_NC,IZ_7041_EARLY,IZ_7279_NC,IZ_7230_HO,PP_7213_HO,PP_7251_STEA,CV_7230_HO,PP_7188_EARLY,CV_7137_STEA,CV_7344_EARLY
34,ENSG00000176809,0.00373049,0.0036156999999999995,0.0043618,0.00447658,0.00275482,0.00195133,0.00418962,0.00390266,0.00315657,0.00464876,0.00286961,0.00195133,0.00378788,0.00562443,0.00252525,0.00355831,0.00367309,0.00338613,0.00252525,0.00390266,0.00476354,0.00401745,0.00315657,0.00344353,0.00464876,0.00459137,0.00464876,0.00298439,0.00407484,0.00304178,0.00367309,0.00286961,0.00275482,0.00298439,0.00424702,0.0036156999999999995,0.00378788,0.00487833,0.00367309,0.00206612,0.00430441,0.00246786,0.00315657,0.00298439,0.00619835,0.00269743,0.00418962,0.00470615,0.00309917,0.00332874,0.00378788,0.002927,0.00602617,0.00516529,0.00424702,0.0021809,0.00390266
35,ENSG00000263006,0.00761719,0.00632812,0.00355469,0.013242199999999999,0.00566406,0.00394531,0.00457031,0.00472656,0.00515625,0.00742187,0.00820313,0.00753906,0.00347656,0.00382813,0.00464844,0.00300781,0.00453125,0.00445313,0.00515625,0.00304688,0.00738281,0.00554687,0.00386719,0.00527344,0.00492188,0.00761719,0.00496094,0.00945312,0.010078100000000001,0.00375,0.00792969,0.00300781,0.00675781,0.0110156,0.00542969,0.00621094,0.00347656,0.0075,0.0078125,0.00644531,0.005,0.00773437,0.00679687,0.00441406,0.00628906,0.00671875,0.014375,0.00523438,0.00765625,0.00402344,0.00488281,0.00914062,0.00464844,0.00578125,0.00539063,0.00535156,0.00453125
36,ENSG00000263006,0.0211589,0.016276,0.0101997,0.0365668,0.014431399999999999,0.0107422,0.0126953,0.012803799999999999,0.014756899999999998,0.0203993,0.021050299999999997,0.020724799999999998,0.00954861,0.00889757,0.012044299999999999,0.00835503,0.0133464,0.0111762,0.014431399999999999,0.00748698,0.0176866,0.0146484,0.010416700000000001,0.016059,0.014322899999999998,0.021050299999999997,0.0133464,0.026041700000000004,0.0259332,0.011501700000000002,0.0227865,0.00824653,0.015082499999999999,0.0218099,0.014974000000000001,0.0157335,0.00900608,0.020616299999999997,0.015842,0.0141059,0.0133464,0.020182299999999997,0.0175781,0.0122613,0.015408000000000002,0.016276,0.031141500000000003,0.013563399999999998,0.015842,0.0105252,0.0107422,0.0246311,0.011284700000000002,0.012044299999999999,0.013671899999999999,0.0148655,0.013020799999999999
37,ENSG00000130255,0.00943396,0.00907796,0.00738697,0.00800997,0.00436098,0.00907796,0.010145999999999999,0.00516198,0.011214,0.00578498,0.00605198,0.00703097,0.00596298,0.00961196,0.00703097,0.00685297,0.00516198,0.00560698,0.00489498,0.00729797,0.010057,0.00703097,0.00480598,0.00996796,0.00889996,0.00747597,0.00605198,0.00720897,0.012104,0.00418298,0.00934496,0.00462798,0.00711997,0.00765397,0.0165539,0.00747597,0.00569598,0.01157,0.00836597,0.00765397,0.00898896,0.00729797,0.00542898,0.00676397,0.013082900000000001,0.00756497,0.00542898,0.00560698,0.00347099,0.00525098,0.00720897,0.00569598,0.00703097,0.00640797,0.00560698,0.00525098,0.00587398
38,ENSG00000167733,0.00943396,0.00907796,0.00738697,0.00800997,0.00436098,0.00907796,0.010145999999999999,0.00516198,0.011214,0.00578498,0.00605198,0.00703097,0.00596298,0.00961196,0.00703097,0.00685297,0.00516198,0.00560698,0.00489498,0.00729797,0.010057,0.00703097,0.00480598,0.00996796,0.00889996,0.00747597,0.00605198,0.00720897,0.012104,0.00418298,0.00934496,0.00462798,0.00711997,0.00765397,0.0165539,0.00747597,0.00569598,0.01157,0.00836597,0.00765397,0.00898896,0.00729797,0.00542898,0.00676397,0.013082900000000001,0.00756497,0.00542898,0.00560698,0.00347099,0.00525098,0.00720897,0.00569598,0.00703097,0.00640797,0.00560698,0.00525098,0.00587398
39,ENSG00000130255,0.00943396,0.00907796,0.00738697,0.00800997,0.00436098,0.00907796,0.010145999999999999,0.00516198,0.011214,0.00578498,0.00605198,0.00703097,0.00596298,0.00961196,0.00703097,0.00685297,0.00516198,0.00560698,0.00489498,0.00729797,0.010057,0.00703097,0.00480598,0.00996796,0.00889996,0.00747597,0.00605198,0.00720897,0.012104,0.00418298,0.00934496,0.00462798,0.00711997,0.00765397,0.0165539,0.00747597,0.00569598,0.01157,0.00836597,0.00765397,0.00898896,0.00729797,0.00542898,0.00676397,0.013082900000000001,0.00756497,0.00542898,0.00560698,0.00347099,0.00525098,0.00720897,0.00569598,0.00703097,0.00640797,0.00560698,0.00525098,0.00587398
40,ENSG00000167733,0.00943396,0.00907796,0.00738697,0.00800997,0.00436098,0.00907796,0.010145999999999999,0.00516198,0.011214,0.00578498,0.00605198,0.00703097,0.00596298,0.00961196,0.00703097,0.00685297,0.00516198,0.00560698,0.00489498,0.00729797,0.010057,0.00703097,0.00480598,0.00996796,0.00889996,0.00747597,0.00605198,0.00720897,0.012104,0.00418298,0.00934496,0.00462798,0.00711997,0.00765397,0.0165539,0.00747597,0.00569598,0.01157,0.00836597,0.00765397,0.00898896,0.00729797,0.00542898,0.00676397,0.013082900000000001,0.00756497,0.00542898,0.00560698,0.00347099,0.00525098,0.00720897,0.00569598,0.00703097,0.00640797,0.00560698,0.00525098,0.00587398
41,ENSG00000231934,0.298611,0.291667,0.208333,0.06944439999999999,0.152778,0.138889,0.354167,0.243056,0.256944,0.173611,0.0902778,0.152778,0.25,0.1875,0.159722,0.201389,0.201389,0.22222199999999998,0.180556,0.145833,0.340278,0.25,0.152778,0.298611,0.22222199999999998,0.3125,0.354167,0.277778,0.0208333,0.118056,0.194444,0.201389,0.06944439999999999,0.284722,0.25,0.22222199999999998,0.229167,0.1875,0.333333,0.145833,0.277778,0.159722,0.201389,0.138889,0.48611099999999996,0.145833,0.277778,0.229167,0.152778,0.173611,0.381944,0.0625,0.291667,0.375,0.08333330000000001,0.152778,0.201389
42,ENSG00000188681,0.0375,0.01,0.055,0.0175,0.04,0.005,0.0425,0.0525,0.005,0.035,0.0175,0.02,0.025,0.085,0.0075,0.025,0.025,0.0125,0.03,0.0275,0.0275,0.035,0.02,0.065,0.015,0.01,0.02,0.0325,0.04,0.0225,0.0375,0.0325,0.0225,0.0475,0.0325,0.05,0.035,0.03,0.04,0.03,0.0475,0.0325,0.025,0.0025,0.035,0.02,0.035,0.015,0.0475,0.0425,0.0325,0.0275,0.0125,0.0175,0.04,0.015,0.045
43,ENSG00000188681,0.0765306,0.020408199999999998,0.0765306,0.035714300000000004,0.0408163,0.010204099999999999,0.0867347,0.035714300000000004,0.010204099999999999,0.07142860000000001,0.035714300000000004,0.0408163,0.0510204,0.0969388,0.015306100000000001,0.0510204,0.0510204,0.0255102,0.0612245,0.0510204,0.0561224,0.07142860000000001,0.0408163,0.045918400000000005,0.030612200000000003,0.020408199999999998,0.0408163,0.0663265,0.0663265,0.045918400000000005,0.0765306,0.030612200000000003,0.045918400000000005,0.0255102,0.035714300000000004,0.0816327,0.030612200000000003,0.0612245,0.045918400000000005,0.0612245,0.0969388,0.0663265,0.0510204,0.00510204,0.07142860000000001,0.0408163,0.07142860000000001,0.030612200000000003,0.0510204,0.035714300000000004,0.0663265,0.0561224,0.0255102,0.035714300000000004,0.0561224,0.030612200000000003,0.0918367
44,ENSG00000270533,0.359375,0.421875,0.296875,0.203125,0.171875,0.28125,0.375,0.484375,0.21875,0.59375,0.1875,0.390625,0.265625,0.1875,0.59375,0.4375,0.296875,0.390625,0.421875,0.4375,0.703125,0.5,0.265625,0.359375,0.40625,0.421875,0.578125,0.34375,0.15625,0.328125,0.3125,0.453125,0.28125,0.46875,0.5,0.25,0.3125,0.390625,0.453125,0.40625,0.65625,0.109375,0.1875,0.1875,0.578125,0.453125,0.296875,0.6875,0.28125,0.171875,0.28125,0.21875,0.5,0.234375,0.1875,0.515625,0.234375
